9 bcdefghi,aihdc,abd,acbhgfe,adf,aedg,afdh,agdbi,ahb
9 bcdef,afeg,aghid,acg,abf,aeb,bdihc,cgi,chg
9 bcdef,afdcghi,aib,abfe,adf,aedb,bih,bgi,bhgc
9 bcde,aedf,agf,afbe,adb,bdchig,cfih,fgi,fhg
9 bcde,aed,afg,agbe,adb,cghi,cihfd,fgi,fhg
9 bcdef,afec,abedgh,aic,acbf,aeb,cih,cgi,dhg
9 bcde,aedf,agf,afbe,adb,bdchi,cih,fgi,fhg
9 bcde,aed,afg,agbe,adb,chi,cihd,fgi,fhg
9 bcdef,afe,aedghi,aic,acbf,aeb,cih,cgi,chgd
9 bcdef,afec,abdghi,aic,abf,aeb,cih,cgi,chgd
9 bcde,aedf,agf,abe,adb,bchig,cfih,fgi,fhg
9 bcdefg,agf,afehid,acihe,adc,acbg,afb,cdi,chd
9 bcdef,aghic,abg,agfe,adf,aed,bdcih,bgi,bhg
9 bcdefg,aghic,abg,afe,adf,aedg,afcihb,bgi,bhg
9 bcdefg,ahic,abg,agfe,adf,aedg,afdcih,bgi,bhg
9 bcdef,afeg,ahid,acg,agbf,aeb,bedih,cgi,chg
9 bcdefg,agfc,abehi,aihe,adc,abg,afb,cdi,chd
9 bcdef,afeg,ahid,acg,abf,aeb,bdih,cgi,chg
9 bcdefg,agfc,abehid,acihe,adcf,aebg,afb,cdi,chd
9 bcdef,afeg,aghid,acge,adbf,aeb,bdihc,cgi,chg
9 bcdefg,agf,aehid,acihe,adcf,aebg,afb,cdi,chd
9 bcdef,aghic,abgd,acfe,adf,aed,bcih,bgi,bhg
9 bcdefg,ahic,abgd,acgfe,adf,aedg,afdcih,bgi,bhg
9 bcdef,afeg,ahid,acge,adgbf,aeb,bedih,cgi,chg
9 bcdefg,agfc,abfhi,aihe,adf,aecbg,afb,cdi,chd
9 bcdef,afeg,ahid,ace,adgbf,aeb,beih,cgi,chg
9 bcdefg,agfc,abhi,aihe,adf,aebg,afb,cdi,chd
9 bcdefg,agfc,abfhid,acihe,adf,aecbg,afb,cdi,chd
9 bcdefg,agfc,abhid,acihe,adf,aebg,afb,cdi,chd
9 bcdefg,agfc,abfehd,achie,adihcf,aecbg,afb,ceid,dhe
9 bcdef,afeg,aghid,acihge,adgbf,aeb,bedhc,cgdi,chd
9 bcdef,aghic,abihd,acgfe,adf,aedg,bfdh,bgci,bhc
9 bcdef,aghi,aihgd,acgfe,adf,aedg,bfdch,bgci,bhc
9 bcdef,afdcgh,ahigbd,acbfe,adf,aedb,bcih,bgic,chg
9 bcde,afedc,abd,acbe,adbfgh,bhige,efih,egif,fhg
9 bcdef,aedc,abd,acbe,adbfgh,ahige,efih,egif,fhg
9 bcdef,afec,abegh,ahige,adcbf,aeb,cdih,cgid,dhg
9 bcdef,afghi,aifed,ace,adcf,aecigb,bfih,bgi,bhgfc
9 bcdefg,agf,afehd,achie,adihcf,aecbg,afb,ceid,dhe
9 bcdef,aghic,abihgd,acgfe,adf,aed,bdch,bgci,bhc
9 bcdef,adcgh,ahigbd,acbfe,adf,aed,bcih,bgic,chg
9 bcdef,afghi,aifed,ace,adc,acigb,bfih,bgi,bhgfc
9 bcdefg,aghic,abihg,agfe,adf,aed,adchb,bgci,bhc
9 bcdef,aghic,abihg,agfe,adf,aed,bdch,bgci,bhc
9 bcdef,adcgh,ahigb,abfe,adf,aed,bcih,bgic,chg
9 bcdef,afghi,afed,ace,adc,acigb,bfih,bgi,bhgf
9 bcdefg,aghic,abihgd,acgfe,adf,aed,adcb,bci,bhc
9 bcdef,adcg,aghibd,acbfe,adf,aed,bihc,cgi,chg
9 bcde,afedc,abd,acb,abfg,bghie,eihf,fgi,fhg
9 bcdef,aedc,abd,acb,abfg,aghie,eihf,fgi,fhg
9 bcdef,afghi,aifed,ace,adc,acib,bih,bgi,bhgfc
9 bcdefg,aghc,abhgid,acigfe,adf,aedg,afdichb,bgc,cgd
9 bcdef,afdgchi,aihbgd,acgbfe,adf,aedb,bdc,bci,bhc
9 bcde,aedf,aghfid,acifbe,adb,bdichg,cfh,cgf,cfd
9 bcdef,afe,aegdhi,aihcge,adgcbf,aeb,ced,cdi,chd
9 bcdef,afec,abgdhi,aihcge,adgbf,aeb,ced,cdi,chd
9 bcdef,afeg,aghd,achgie,adigbf,aeb,beidhc,cgd,dge
9 bcdef,afeg,aghd,achgie,adibf,aeb,bidhc,cgd,dge
9 bcdef,aghc,abhgi,aife,adf,aedg,bfich,bgc,cgd
9 bcde,afgh,aied,ace,adcf,beihg,bfh,bgfi,chf
9 bcdefg,aghc,abhgid,acigfe,adf,aed,adichb,bgc,cgd
9 bcdefg,aghc,abhgid,acife,adf,aedg,afichb,bgc,cgd
9 bcdefg,agfc,abfhid,acie,adihf,aehcbg,afb,cfe,ced
9 bcdef,afeg,aghd,achie,adigbf,aeb,beihc,cgd,dge
9 bcde,aefgh,ahd,achi,aifb,bei,bih,bgidc,dhgfe
9 bcdef,afgh,ahied,ace,adci,aigb,bfi,bic,chgfe
9 bcdef,afghc,abhed,ace,adci,aigb,bfi,bic,ehgf
9 bcdefg,aghic,abifed,ace,adc,acihg,afhb,bgf,bfc
9 bcdef,afghi,aid,aci,aihgf,aegb,bfe,bei,bhedc
9 bcdefg,aghic,abied,ace,adcf,aeihg,afhb,bgf,bfc
9 bcdef,afghi,aid,acie,adhgf,aegb,bfe,bei,bhdc
9 bcdefg,agfc,abfhei,aie,adichf,aehcbg,afb,cfe,ced
9 bcdef,afeg,ahd,achgie,adigbf,aeb,beidh,cgd,dge
9 bcdefg,agfhc,abhfeid,acie,adicf,aechbg,afb,bfc,ced
9 bcdef,afegh,ahid,acihe,adhgbf,aeb,beh,bgedic,chd
9 bcdef,afegh,ahid,acihe,adgbf,aeb,beh,bgdic,chd
9 bcdef,afgdchi,aihbd,acbgfe,adf,aedgb,bfd,bci,bhc
9 bcde,aedfg,ahigd,acgfbe,adb,bdg,bfdcih,cgi,chg
9 bcde,afgeh,ahd,achie,adihbgf,beg,bfe,beidc,dhe
9 bcd,adefg,ahige,aeb,bdcgf,beg,bfecih,cgi,chg
9 bcde,aefgc,abgfhi,aihf,afb,bedcg,bfc,cdi,chd
9 bcde,aefgc,abghi,aihf,afb,bedg,bfc,cdi,chd
9 bcde,aefg,agfdhi,aihcf,afb,bedcg,bfc,cdi,chd
9 bcde,aefg,agfhi,aihf,afb,bedcg,bfc,cdi,chd
9 bcde,aefg,agdhi,aihcf,afb,bedg,bfc,cdi,chd
9 bcde,aefgc,abgdhi,aihcf,afb,bedg,bfc,cdi,chd
9 bcdef,afeg,agedhi,aihce,adcgbf,aeb,bec,cdi,chd
9 bcdef,afeg,agdhi,aihce,adgbf,aeb,bec,cdi,chd
9 bcdef,afegc,abgdhi,aihce,adgbf,aeb,bec,cdi,chd
9 bcde,aedfg,ahigd,acfbe,adb,bdg,bfcih,cgi,chg
9 bcdef,afegc,abgedhi,aihc,acgbf,aeb,bec,cdi,chd
9 bcde,aedfg,ahig,agfbe,adb,bdg,bfdcih,cgi,chg
9 bcde,aedf,aghi,aifbe,adb,bdi,cih,cgi,chgfd
9 bcdef,afeg,agedhi,aihc,acgbf,aeb,bec,cdi,chd
9 bcdef,afegc,abgdhi,aihc,agbf,aeb,bec,cdi,chd
9 bcde,aedfg,ahig,afbe,adb,bdg,bfcih,cgi,chg
9 bcdef,afegc,abgehi,aih,acgbf,aeb,bec,cdi,chd
9 bcde,aedfg,ahi,agfbe,adb,bdg,bfdih,cgi,chg
9 bcdef,afegc,abgehi,aihe,adcgbf,aeb,bec,cdi,chd
9 bcde,aedfg,ahid,acgfbe,adb,bdg,bfdih,cgi,chg
9 bcdef,afgeh,ahd,achie,adihbgf,aegb,bfe,beidc,dhe
9 bcde,aefgh,ahid,acihf,afb,bedhg,bfh,bgfdic,chd
9 bcde,aefgh,ahid,acihf,afb,bedg,bfh,bgdic,chd
9 bcde,afgc,abgh,ahe,adhif,beihg,bfc,cfied,ehf
9 bcdef,afgc,abgfh,ahe,adhi,aihcgb,bfc,cfied,ehf
9 bcde,afgc,abgfh,ahe,adhi,bihcg,bfc,cfied,ehf
9 bcdef,afgc,abgh,ahe,adhi,aihgb,bfc,cfied,ehf
9 bcdef,afgc,abgfh,ahe,adhif,aeicgb,bfc,cied,ehf
9 bcdef,afgc,abgh,ahe,adhif,aeihgb,bfc,cfied,ehf
9 bcdef,afghc,abhid,acie,adig,agb,bfeh,bgc,ced
9 bcdef,afghc,abhgei,aie,adicg,agb,bfech,bgc,ced
9 bcde,aefgh,aid,acihf,afb,bedhg,bfh,bgfdi,chd
9 bcdef,afghc,abhei,aie,adicg,agb,bfeh,bgc,ced
9 bcdef,afghc,abhgi,aie,adig,agb,bfech,bgc,ced
9 bcdefg,aghc,abhfeid,acie,adicf,aechg,afb,bfc,ced
9 bcdef,afgh,ahid,acihe,adhgf,aeb,beh,bgedic,chd
9 bcdef,afgh,ahid,acihe,adgf,aeb,beh,bgdic,chd
9 bcdef,afgh,ahid,acie,adhgf,aeb,beh,bgeic,chd
9 bcdef,afgdchi,aihbd,acbge,adf,aegb,bfd,bci,bhc
9 bcde,aefg,ahigd,acgfe,adb,bdg,bfdcih,cgi,chg
9 bcdef,afg,agedhi,aihce,adcgf,aeb,bec,cdi,chd
9 bcdef,afg,agdhi,aihce,adgf,aeb,bec,cdi,chd
9 bcdef,afgc,abgdhi,aihce,adgf,aeb,bec,cdi,chd
9 bcde,aefg,ahigd,acfe,adb,bdg,bfcih,cgi,chg
9 bcdef,afgeh,ahd,acie,adihbgf,aegb,bfe,beic,dhe
9 bcde,aefg,aghd,achgi,aib,big,bfidhc,cgd,dgfe
9 bcde,aefg,aghd,achi,aib,big,bfihc,cgd,dgfe
9 bcde,afgc,abgfh,ahe,adif,beicg,bfc,cid,ehf
9 bcde,afgc,abgh,ahe,adif,beig,bfc,cid,ehf
9 bcd,aefg,ahd,acie,bdigf,beg,bfeh,cgi,dhe
9 bcdef,agc,abgfh,ahe,adif,aeihcg,bfc,cfid,ehf
9 bcde,aefg,ahd,achgi,aib,big,bfidh,cgd,dgfe
9 bcdef,afgc,abgeh,ahe,adhci,aib,bic,ced,egf
9 bcde,aefg,ahd,achgi,aib,big,bfdh,cgd,dfe
9 bcde,afg,ahd,acie,adigf,beg,bfeh,cgi,dhe
9 bcde,aefc,abfg,agh,aib,bic,chd,dgi,ehf
9 bcdef,afg,agheid,acie,adich,ahb,bhc,cgfe,ced
9 bcde,afgc,abgfh,ahe,adi,bihcg,bfc,cfid,ehf
9 bcde,aefg,ahd,aci,aihgfb,beg,bfeh,cgei,dhe
9 bcd,aefg,ahd,aci,bihgf,beg,bfeh,cgei,dhe
9 bcdef,afgc,abgfh,ahe,adif,aeicgb,bfc,cid,ehf
9 bcde,aefg,ahd,acie,adigfb,beg,bfeh,cgi,dhe
9 bcdef,afgc,abgh,ahe,adif,aeigb,bfc,cid,ehf
9 bcdef,afgc,abgh,ahe,adif,aeihgb,bfc,cfid,ehf
9 bcdefg,aghc,abhgd,acie,adf,aeig,afichb,bgc,dgf
9 bcdefg,aghc,abhg,agie,adf,aeig,afidchb,bgc,dgf
9 bcdef,afgh,ahid,acih,ahgf,aeb,beh,bgedic,chd
9 bcdef,afgdchi,aihb,abge,adf,aegb,bfd,bci,bhc
9 bcde,aefg,ahig,agfe,adb,bdg,bfdcih,cgi,chg
9 bcde,aef,aghi,aife,adb,bdi,cih,cgi,chgfd
9 bcdef,afgc,abgehi,aih,acgf,aeb,bec,cdi,chd
9 bcde,aefg,ahi,agfe,adb,bdg,bfdih,cgi,chg
9 bcdef,afg,agedhi,aihc,acgf,aeb,bec,cdi,chd
9 bcdef,afg,agdhi,aihc,agf,aeb,bec,cdi,chd
9 bcdef,afgc,abgdhi,aihc,agf,aeb,bec,cdi,chd
9 bcde,aefg,ahig,afe,adb,bdg,bfcih,cgi,chg
9 bcdef,afgh,afid,ace,adif,aeichgb,bfh,bgf,cfe
9 bcdef,afgh,aid,ace,adif,aeihgb,bfh,bgf,cfe
9 bcdefg,aghc,abhg,aie,adf,aeig,afichb,bgc,dgf
9 bcdefg,ahc,abhg,agie,adf,aeig,afidch,bgc,dgf
9 bcdef,afgh,aid,acih,ahgf,aeb,beh,bgedi,chd
9 bcdefg,aghc,abhfid,acie,adi,achg,afb,bfc,ced
9 bcdefg,aghc,abhfid,acie,adif,aechg,afb,bfc,ced
9 bcdefg,aghc,abhid,acie,adif,aehg,afb,bfc,ced
9 bcdefg,aghc,abhfei,aie,adicf,aechg,afb,bfc,ced
9 bcdef,afgh,aid,acihe,adhgf,aeb,beh,bgedi,chd
9 bcdefg,agfh,ahfeid,acie,adicf,aechbg,afb,bfc,ced
9 bcdef,aghc,abhgd,acgife,adf,aedi,bidch,bgc,dgf
9 bcdefg,aghc,abhgd,acife,adf,aedig,afichb,bgc,dgf
9 bcdefg,agfhc,abhfeid,acie,adic,achbg,afb,bfc,ced
9 bcdef,afegh,ahid,acih,ahgbf,aeb,beh,bgedic,chd
9 bcdefg,ahedic,abid,acib,abhgf,aeg,afeh,bge,bdc
9 bcdef,aghc,abhg,agife,adf,aedi,bidch,bgc,dgf
9 bcdefg,aghc,abh,agife,adf,aedig,afidhb,bgc,dgf
9 bcdefg,ahc,abhg,agife,adf,aedig,afidch,bgc,dgf
9 bcdef,afegh,aid,acih,ahgbf,aeb,beh,bgedi,chd
9 bcdefg,agfhc,abhfid,acie,adif,aechbg,afb,bfc,ced
9 bcdefg,agfhc,abhfei,aie,adicf,aechbg,afb,bfc,ced
9 bcdef,afegh,aid,acihe,adhgbf,aeb,beh,bgedi,chd
9 bcdefgh,ahgdc,abd,acbgfie,adif,aeidg,afdbh,agb,dfe
9 bcdefg,agh,ahd,achgfie,adif,aeidg,afdhb,bgdc,dfe
9 bcdef,agh,ahid,acihe,adhgf,aeg,bfeh,bgedic,chd
9 bcdef,agh,ahid,acihe,adgf,aeg,bfeh,bgdic,chd
9 bcdef,agh,ahid,acie,adhgf,aeg,bfeh,bgeic,chd
9 bcdef,agh,ahid,acie,adgf,aeg,bfeh,bgic,chd
9 bcdef,afgdchi,aihbd,acbge,adg,agb,bfed,bci,bhc
9 bcde,afg,ahigd,acgfe,adf,bedg,bfdcih,cgi,chg
9 bcdef,agc,abedhi,aihce,adcgf,aeg,bfe,cdi,chd
9 bcdef,agc,abehi,aihe,adcgf,aeg,bfe,cdi,chd
9 bcdef,agc,abdhi,aihce,adgf,aeg,bfe,cdi,chd
9 bcdef,agc,abgdhi,aihce,adgf,aeg,bfec,cdi,chd
9 bcdef,agc,abgehi,aihe,adcgf,aeg,bfec,cdi,chd
9 bcde,afg,ahid,acgfe,adf,bedg,bfdih,cgi,chg
9 bcde,afg,ahid,acfe,adf,bedg,bfih,cgi,chg
9 bcdef,agc,abghi,aihe,adgf,aeg,bfec,cdi,chd
9 bcdef,afgh,ahfid,aci,aif,aeichgb,bfh,bgfc,cfed
9 bcde,afg,aghi,aigfe,adf,bedg,bfdihc,cgi,chgd
9 bcde,afg,aghi,aigfe,adf,bedg,bfdhc,cgi,chd
9 bcde,afg,aghi,aife,adf,bedg,bfhc,cgi,chd
9 bcdef,afg,agd,acgfhi,aih,ahdgb,bfdc,dfei,dhe
9 bcde,afg,ahi,aigfe,adf,bedg,bfdih,cgi,chgd
9 bcdef,agc,abehid,acih,ahcgf,aeg,bfe,cedi,chd
9 bcdef,agc,abhid,acih,ahgf,aeg,bfe,cedi,chd
9 bcdef,agc,abghid,acih,ahgf,aeg,bfec,cedi,chd
9 bcde,afg,aghi,aife,adf,bedg,bfihc,cgi,chgd
9 bcdef,agc,abgehd,achi,aicgf,aeg,bfec,cid,dhe
9 bcdef,agc,abghd,achi,aigf,aeg,bfec,cid,dhe
9 bcdef,afgeh,ahi,aie,adihbgf,aegb,bfe,beic,ched
9 bcde,afg,aghd,achgi,aif,beig,bfidhc,cgd,dgfe
9 bcde,afg,aghd,achi,aif,beig,bfihc,cgd,dgfe
9 bcde,aefg,ahi,aie,adihgfb,beg,bfeh,cgei,ched
9 bcdef,agc,abgfh,ahi,aif,aeihcg,bfc,cfid,dhfe
9 bcde,afg,ahd,achgi,aif,beig,bfidh,cgd,dgfe
9 bcdef,agc,abheid,acie,adich,ahg,bfh,cgfe,ced
9 bcde,afg,aghd,achgi,aif,bei,bidhc,cgd,dgfe
9 bcdef,afgc,abgh,ahi,aif,aehgb,bfc,cfid,dhe
9 bcdef,afgc,abgfh,ahi,aif,aecgb,bfc,cid,dhe
9 bcdef,afgc,abgh,ahi,aif,aegb,bfc,cid,dhe
9 bcdef,afgc,abgfh,ahi,aif,aeicgb,bfc,cid,dhfe
9 bcde,aefg,ahi,aie,adigfb,beg,bfeh,cgi,ched
9 bcdef,afgc,abgh,ahi,aif,aeihgb,bfc,cfid,dhfe
9 bcdef,afgc,abgh,ahi,aif,aeigb,bfc,cid,dhfe
9 bcdefg,aghc,abhgd,acgie,adi,aig,afdchb,bgc,dfe
9 bcdefg,aghc,abhgd,acie,adi,aig,afchb,bgc,dfe
9 bcdefg,aghc,abhgd,acie,adi,aig,afichb,bgc,dgfe
9 bcdefg,aghc,abhd,acgie,adi,aig,afidhb,bgc,dgfe
9 bcdefg,aghc,abhd,acie,adi,aig,afihb,bgc,dgfe
9 bcdefg,agh,ahid,acihe,adhgf,aeg,afehb,bgedic,chd
9 bcdefg,agfdchi,aihbd,acbfe,adf,aedbg,afb,bci,bhc
9 bcdef,afg,ahigd,acgfe,adf,aedgb,bfdcih,cgi,chg
9 bcdefg,aghi,aiged,ace,adcgf,aeg,afecihb,bgi,bhgc
9 bcdef,afg,aghi,aigfe,adf,aedgb,bfdihc,cgi,chgd
9 bcdef,afg,aghi,aigfe,adf,aedb,bdihc,cgi,chgd
9 bcdef,afg,aghi,aife,adf,aedgb,bfihc,cgi,chgd
9 bcdef,afecghi,agbed,ace,adcbf,aeb,bcih,bgi,bhg
9 bcde,aef,agfed,ace,adcfb,becghi,cihf,fgi,fhg
9 bcdefg,agc,abehid,acih,ahcgf,aeg,afeb,cedi,chd
9 bcdef,afcghi,agbed,ace,adcf,aeb,bcih,bgi,bhg
9 bcdefg,aghic,abih,ahfe,adf,aedg,afb,bdci,bhc
9 bcdefg,agfhic,abih,ahfe,adf,aedbg,afb,bdci,bhc
9 bcdefg,agfdhc,abhi,aibfe,adf,aedbg,afb,bic,chd
9 bcdefg,agfhc,abhi,aife,adf,aedbg,afb,bic,chd
9 bcdefg,agfdhi,aih,ahbfe,adf,aedbg,afb,bdci,bhc
9 bcdef,afg,ahi,aigfe,adf,aedgb,bfdih,cgi,chgd
9 bcdefg,aghfi,aid,acife,adf,aedibhg,afhb,bgf,bfdc
9 bcdef,afg,aghd,achgi,aif,aeigb,bfidhc,cgd,dgfe
9 bcde,afgh,aid,acife,adf,bedihg,bfh,bgfi,chfd
9 bcdef,afegchi,aihbg,age,adgbf,aeb,bedc,bci,bhc
9 bcde,aef,aghfi,aie,adifb,beichg,cfh,cgf,cfed
9 bcdef,afc,abgdhi,aihcg,agf,aegb,cfed,cdi,chd
9 bcdef,afc,abdgh,ahgci,aif,aeib,cdh,cgd,dfe
9 bcdef,afc,abfdgh,ahgci,aif,aeicb,cdh,cgd,dfe
9 bcdef,afgh,aid,acife,adf,aedihgb,bfh,bgfi,chfd
9 bcdefg,aghc,abhi,aie,adigf,aeg,afeihb,bgc,cged
9 bcdef,afg,aghd,achi,aif,aeigb,bfihc,cgd,dgfe
9 bcdef,afgh,aid,acife,adf,aedigb,bfh,bgi,chfd
9 bcdefgh,ahic,abihd,achfe,adf,aedg,afh,agdcib,bhc
9 bcdefg,agh,ahid,acihe,adhgf,aeg,afeb,bedic,chd
9 bcdef,afghi,aid,acie,adh,ahgb,bfh,bgfei,bhdc
9 bcde,afgh,aid,acie,adf,beihg,bfh,bgfi,chfd
9 bcdefg,agdchi,aihbd,acbfe,adf,aedg,afb,bci,bhc
9 bcdefg,agchi,aihbd,acfe,adf,aedg,afb,bci,bhc
9 bcdefg,aghfi,aid,acie,adf,aeibhg,afhb,bgf,bfdc
9 bcdef,afgh,aid,acie,adf,aeihgb,bfh,bgfi,chfd
9 bcdefg,aghc,abhgi,aie,adif,aeg,afchb,bgc,ced
9 bcdef,afgh,aid,acie,adf,aehgb,bfh,bgfi,chd
9 bcdefgh,ahic,abihd,acfe,adf,aedg,afh,agcib,bhc
9 bcdefgh,ahic,abid,achfe,adf,aedg,afh,agdib,bhc
9 bcdefg,agh,ahd,acgie,adif,aeig,afdhb,bgc,dfe
9 bcdef,agh,ahid,acie,adhgf,aeg,bfe,beic,chd
9 bcde,aefg,agh,ahi,aifb,bei,bihc,cgd,dgfe
9 bcdefg,agh,ahid,acie,adhgf,aeg,afeb,beic,chd
9 bcdef,aghc,abied,ace,adcf,aei,bih,bgi,chgf
9 bcdef,afgh,ahd,ache,adi,aigb,bfi,bidc,ehgf
9 bcdefg,agdhi,aihd,acbfe,adf,aedg,afb,bci,bhc
9 bcdefg,aghi,aiged,ace,adcf,aeg,afchb,bgi,bhc
9 bcdef,afcgh,aibed,ace,adcf,aeb,bih,bgi,chg
9 bcdefg,aghi,aid,acie,adf,aeihg,afhb,bgf,bfdc
9 bcdef,afgh,aid,acie,adf,aeigb,bfh,bgi,chfd
9 bcdefgh,ahic,abih,ahfe,adf,aedhg,afh,agfdcib,bhc
9 bcdefg,agh,ahd,achgfie,adif,aeid,adhb,bgdc,dfe
9 bcdef,agh,ahid,acih,ahgf,aeg,bfeh,bgedic,chd
9 bcdef,afgdchi,aihb,abge,adg,agb,bfed,bci,bhc
9 bcde,afg,ahig,agfe,adf,bedg,bfdcih,cgi,chg
9 bcdef,agc,abgehi,aih,acgf,aeg,bfec,cdi,chd
9 bcdef,agc,abghi,aih,agf,aeg,bfec,cdi,chd
9 bcdef,agc,abedhi,aihc,acgf,aeg,bfe,cdi,chd
9 bcde,afg,ahig,agfe,adf,bed,bdcih,cgi,chg
9 bcdef,agc,abgdhi,aihc,agf,aeg,bfec,cdi,chd
9 bcdef,agc,abdhi,aihc,agf,aeg,bfe,cdi,chd
9 bcdef,afgh,afid,aci,aif,aeichgb,bfh,bgf,cfed
9 bcdef,afgh,aid,aci,aif,aeihgb,bfh,bgf,cfed
9 bcdefg,aghc,abhg,agie,adi,aig,afdchb,bgc,dfe
9 bcdef,afgh,afid,aci,aif,aechgb,bfh,bgf,ced
9 bcdefg,aghc,abhg,aie,adi,aig,afichb,bgc,dgfe
9 bcdefg,agh,ahid,acih,ahgf,aeg,afehb,bgedic,chd
9 bcdefg,agfdchi,aihb,abfe,adf,aedbg,afb,bci,bhc
9 bcdef,afg,ahig,agfe,adf,aedgb,bfdcih,cgi,chg
9 bcdefg,agc,abgdhi,aihc,agf,aeg,afecb,cdi,chd
9 bcdefg,agc,abdhi,aihc,agf,aeg,afeb,cdi,chd
9 bcdefg,aghi,aged,ace,adcgf,aeg,afecihb,bgi,bhg
9 bcdefg,aghi,aed,ace,adcgf,aeg,afeihb,bgi,bhg
9 bcdefgh,ahic,abih,ahfe,adf,aedg,afh,agdcib,bhc
9 bcdefg,agh,ahid,acih,ahgf,aeg,afeb,bedic,chd
9 bcdef,aghi,aied,ace,adcf,aei,bih,bgi,bhgfc
9 bcdefg,agdchi,aihb,abfe,adf,aedg,afb,bci,bhc
9 bcdefg,aghi,aged,ace,adcf,aeg,afcihb,bgi,bhg
9 bcdefgh,ahc,abhed,ace,adcgif,aeig,afie,acb,egf
9 bcdefgh,ahc,abhd,ace,adgif,aeig,afie,acb,egf
9 bcdefg,aghi,aed,ace,adcf,aeg,afihb,bgi,bhg
9 bcdefgh,ahic,abihd,acfe,adf,aedhg,afh,agfcib,bhc
9 bcdefg,agh,ahid,acihe,adgf,aeg,afehb,bgdic,chd
9 bcdefg,agfchi,aihbd,acfe,adf,aedbg,afb,bci,bhc
9 bcdefg,aghfi,aid,acife,adf,aedbhg,afhb,bgf,bdc
9 bcdef,afgh,aid,acife,adf,aedhgb,bfh,bgfi,chd
9 bcdefgh,ahic,abid,achfe,adf,aedhg,afh,agfdib,bhc
9 bcdefg,agh,ahid,acie,adhgf,aeg,afehb,bgeic,chd
9 bcdef,aghc,abied,ace,adcif,aei,bih,bgi,chgfe
9 bcdefgh,ahic,abed,ace,adcgf,aeg,afeih,agib,bhg
9 bcdefghi,aihfdc,abd,acbfe,adf,aedbhg,afh,agfbi,ahb
9 bcdefgh,ahi,aid,acife,adf,aedihg,afh,agfib,bhfdc
9 bcdefg,agh,ahd,achie,adi,aig,afihb,bgidc,dhgfe
9 bcdefgh,ahi,aid,acihfe,adf,aedhg,afh,agfdib,bhdc
9 bcdefg,agh,ahi,aie,adihgf,aeg,afehb,bgeic,ched
9 bcdef,agh,ahd,achie,adi,aig,bfih,bgidc,dhgfe
9 bcdefg,agh,ahd,achgie,adi,aig,afidhb,bgdc,dgfe
9 bcdef,agh,ahi,aie,adihgf,aeg,bfeh,bgeic,ched
9 bcde,afg,agh,ahi,aif,beig,bfihc,cgid,dhgfe
9 bcde,afg,agh,ahi,aif,beig,bfhc,cgid,dhfe
9 bcdef,agc,abghd,ach,ahi,aig,bfic,cied,ehgf
9 bcdefghi,aic,abied,ace,adcgf,aeg,afeih,agi,ahgcb
9 bcdefgh,ahi,aid,acife,adf,aedhg,afh,agfib,bhdc
9 bcdefg,ahi,aid,acife,adf,aedhg,afh,bgfi,bhdc
9 bcdefg,agh,ahd,achie,adi,aig,afihb,bgdc,dgfe
9 bcdefghi,aigdc,abd,acbge,adgf,aeg,afedbih,agi,ahgb
9 bcdefgh,ahgi,aid,acige,adgf,aeg,afedibh,agb,bgdc
9 bcdefg,ahi,aied,ace,adcihgf,aeg,afeh,bgei,bhec
9 bcdef,afg,agd,acgh,ahi,aigb,bfihdc,dgie,ehgf
9 bcdefg,aghdi,aid,acibhfe,adf,aedh,ahb,bgfd,bdc
9 bcdef,agh,aid,acihgfe,adf,aedg,bfdh,bgdi,chd
9 bcdef,agh,ahd,achi,aif,aeihg,bfh,bgfidc,dhfe
9 bcde,afg,ahi,aie,adif,beig,bfih,cgi,chgfed
9 bcdef,agc,abgh,ahe,adhi,aig,bfihc,cged,egf
9 bcde,afg,ahi,aie,adif,beig,bfh,cgi,chfed
9 bcde,afg,ahi,aie,adif,beg,bfh,cgi,ched
9 bcdef,agc,abgh,ahi,aif,aeig,bfc,cid,dhfe
9 bcdefg,agc,abgh,ahe,adhi,aig,afihcb,cged,egf
9 bcdef,agh,aid,acigfe,adf,aedg,bfdh,bgi,chd
9 bcdef,afc,abfg,agh,aif,aeicb,chd,dgi,ehf
9 bcdef,afc,abg,agh,aif,aeib,chd,dgi,ehf
9 bcdefg,agc,abgh,ahe,adhi,aig,aficb,ced,egf
9 bcdefgh,ahgdi,aid,acibgfe,adf,aedg,afdbh,agb,bdc
9 bcdefg,agh,aid,acihgfe,adf,aedg,afdhb,bgdi,chd
9 bcdefg,agh,ahged,ace,adcgi,aig,afiechb,bgc,egf
9 bcdef,agc,abgeh,ahe,adhcgif,aei,biec,ced,egf
9 bcde,afg,ahd,achgfie,adi,bidg,bfdh,cgd,dfe
9 bcdef,agh,ahi,aihfe,adf,aedhg,bfh,bgfdic,chd
9 bcde,afc,abfgh,ahg,agi,bigc,cfiedh,cgd,egf
9 bcdef,afc,abfg,agh,ahi,aihcb,chd,dgfie,ehf
9 bcde,afc,abfg,agh,ahi,bihc,chd,dgfie,ehf
9 bcdefg,agc,abgeh,ahe,adhcif,aei,aicb,ced,egf
9 bcdef,afg,ahd,achgie,adi,aigb,bfdh,cgd,dfe
9 bcdefg,agc,abgh,ahe,adhif,aei,aicb,ced,egf
9 bcdefgh,ahi,aid,acie,adigf,aeg,afeih,agib,bhgedc
